timestamp,source_type,host,src_ip,dst_ip,src_port,dst_port,protocol,event_id,event_type,details
2017-05-14T18:49:25Z,firewall,edge-fw,198.51.100.150,10.10.20.161,63442,80,TCP,,conn,conn_open from 198.51.100.150 to 10.10.20.161:80
2017-05-12T21:32:25Z,firewall,edge-fw,198.51.100.46,10.10.19.222,36804,135,TCP,,conn,conn_open from 198.51.100.46 to 10.10.19.222:135
2017-05-14T05:40:24Z,firewall,edge-fw,198.51.100.45,10.10.8.196,53827,80,TCP,,conn,conn_open from 198.51.100.45 to 10.10.8.196:80
2017-05-14T15:27:22Z,firewall,edge-fw,198.51.100.122,10.10.4.167,31633,80,TCP,,conn,conn_open from 198.51.100.122 to 10.10.4.167:80
2017-05-13T01:56:44Z,firewall,edge-fw,198.51.100.76,10.10.2.64,16797,80,TCP,,conn,conn_open from 198.51.100.76 to 10.10.2.64:80
2017-05-15T05:55:45Z,firewall,edge-fw,198.51.100.134,10.10.15.154,12576,22,TCP,,conn,conn_open from 198.51.100.134 to 10.10.15.154:22
2017-05-14T14:24:30Z,firewall,edge-fw,198.51.100.33,10.10.34.68,24127,80,TCP,,conn,conn_open from 198.51.100.33 to 10.10.34.68:80
2017-05-13T16:45:15Z,firewall,edge-fw,198.51.100.113,10.10.5.122,54045,22,TCP,,conn,conn_open from 198.51.100.113 to 10.10.5.122:443
2017-05-12T02:47:14Z,firewall,edge-fw,104.16.167.228,10.10.37.70,42323,445,TCP,,conn,SYN from 104.16.167.228 to 10.10.37.70:445
2017-05-12T07:48:00Z,sysmon,host-ward22,10.10.23.84,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user108\Documents\doc859.docx
2017-05-15T05:38:39Z,firewall,edge-fw,198.51.100.76,10.10.12.211,19027,443,TCP,,conn,conn_open from 198.51.100.76 to 10.10.12.211:443
2017-05-15T16:40:18Z,sysmon,host-ward12,10.10.13.223,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app53.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T06:02:35Z,windows,host-ward42,10.10.43.85,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user348 LogonType: 7
2017-05-15T18:29:15Z,firewall,edge-fw,198.51.100.35,10.10.18.206,37927,135,TCP,,conn,conn_open from 198.51.100.35 to 10.10.18.206:135
2017-05-14T17:42:05Z,firewall,edge-fw,198.51.100.76,10.10.15.151,5950,53,TCP,,conn,conn_open from 198.51.100.76 to 10.10.15.151:53
2017-05-14T20:32:00Z,firewall,edge-fw,198.51.100.10,10.10.29.102,48058,80,TCP,,conn,conn_open from 198.51.100.10 to 10.10.29.102:80
2017-05-15T10:37:35Z,firewall,edge-fw,198.51.100.18,10.10.28.82,61346,443,TCP,,conn,conn_open from 198.51.100.18 to 10.10.28.82:22
2017-05-14T04:04:35Z,firewall,edge-fw,198.51.100.110,10.10.50.192,10249,22,TCP,,conn,conn_open from 198.51.100.110 to 10.10.50.192:22
2017-05-15T17:55:23Z,sysmon,host-ward43,10.10.44.166,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app30.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T06:55:55Z,firewall,edge-fw,198.51.100.81,10.10.8.203,16442,443,TCP,,conn,conn_open from 198.51.100.81 to 10.10.8.203:22
2017-05-13T22:27:45Z,windows,host-ward65,10.10.16.82,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user85 LogonType: 3
2017-05-14T09:57:06Z,firewall,edge-fw,198.51.100.136,10.10.22.22,56879,443,TCP,,conn,conn_open from 198.51.100.136 to 10.10.22.22:443
2017-05-15T18:46:38Z,firewall,edge-fw,198.51.100.135,10.10.25.237,26442,443,TCP,,conn,conn_open from 198.51.100.135 to 10.10.25.237:22
2017-05-12T14:53:50Z,sysmon,host-ward13,10.10.14.22,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user146\Documents\doc311.docx
2017-05-14T15:39:45Z,firewall,edge-fw,198.51.100.3,10.10.16.51,63898,80,TCP,,conn,conn_open from 198.51.100.3 to 10.10.16.51:80
2017-05-12T01:30:36Z,sysmon,host-ward02,10.10.3.100,0.0.0.0,0,0,TCP,11,file_create,Path: D:\Backups\backup_36.bak
2017-05-13T23:50:26Z,firewall,edge-fw,198.51.100.105,10.10.19.7,52548,80,TCP,,conn,conn_open from 198.51.100.105 to 10.10.19.7:80
2017-05-12T13:52:50Z,firewall,edge-fw,198.51.100.139,10.10.47.105,58652,80,TCP,,conn,conn_open from 198.51.100.139 to 10.10.47.105:443
2017-05-14T11:09:58Z,sysmon,host-ward02,10.10.3.10,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app14.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T03:06:51Z,sysmon,host-ward78,10.10.29.53,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app1.exe ParentImage: C:\Windows\explorer.exe
2017-05-13T12:38:03Z,firewall,edge-fw,198.51.100.33,10.10.27.16,52256,22,TCP,,conn,conn_open from 198.51.100.33 to 10.10.27.16:22
2017-05-14T06:44:11Z,firewall,edge-fw,198.51.100.76,10.10.14.143,4809,22,TCP,,conn,conn_open from 198.51.100.76 to 10.10.14.143:22
2017-05-13T06:28:30Z,firewall,edge-fw,198.51.100.135,10.10.21.74,11173,53,TCP,,conn,conn_open from 198.51.100.135 to 10.10.21.74:53
2017-05-14T15:14:50Z,sysmon,host-ward34,10.10.35.109,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app6.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T13:19:59Z,firewall,edge-fw,198.51.100.57,10.10.13.108,24537,135,TCP,,conn,conn_open from 198.51.100.57 to 10.10.13.108:135
2017-05-13T16:24:29Z,firewall,edge-fw,198.51.100.132,10.10.13.23,3216,135,TCP,,conn,conn_open from 198.51.100.132 to 10.10.13.23:135
2017-05-13T01:33:47Z,firewall,edge-fw,198.51.100.9,10.10.25.14,6090,22,TCP,,conn,conn_open from 198.51.100.9 to 10.10.25.14:22
2017-05-12T12:08:24Z,firewall,edge-fw,198.51.100.117,10.10.27.161,55426,443,TCP,,conn,conn_open from 198.51.100.117 to 10.10.27.161:22
2017-05-12T20:03:27Z,firewall,edge-fw,198.51.100.58,10.10.15.137,19427,445,TCP,,conn,SYN from 198.51.100.58 to 10.10.15.137:445
2017-05-15T21:59:38Z,sysmon,host-ward52,10.10.3.48,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user116\Documents\doc763.docx
2017-05-12T09:52:23Z,firewall,edge-fw,198.51.100.90,10.10.49.218,55755,80,TCP,,conn,conn_open from 198.51.100.90 to 10.10.49.218:80
2017-05-12T23:08:49Z,firewall,edge-fw,198.51.100.35,10.10.2.154,11164,53,TCP,,conn,conn_open from 198.51.100.35 to 10.10.2.154:53
2017-05-14T03:34:57Z,sysmon,host-ward35,10.10.36.167,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user317\Desktop\note168.txt
2017-05-12T02:14:07Z,firewall,edge-fw,104.17.39.137,10.10.8.173,31147,445,TCP,,conn,SYN from 104.17.39.137 to 10.10.8.173:445
2017-05-14T04:52:45Z,firewall,edge-fw,198.51.100.32,10.10.27.133,17866,80,TCP,,conn,conn_open from 198.51.100.32 to 10.10.27.133:80
2017-05-12T11:03:21Z,sysmon,host-ward30,10.10.31.120,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app21.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T10:39:27Z,firewall,edge-fw,198.51.100.14,10.10.25.229,30203,80,TCP,,conn,conn_open from 198.51.100.14 to 10.10.25.229:22
2017-05-15T15:12:39Z,sysmon,host-ward09,10.10.10.158,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app4.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T14:47:04Z,windows,host-ward15,10.10.16.249,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user255 LogonType: 2
2017-05-13T07:00:37Z,firewall,edge-fw,198.51.100.119,10.10.31.31,12128,22,TCP,,conn,conn_open from 198.51.100.119 to 10.10.31.31:22
2017-05-13T19:56:34Z,firewall,edge-fw,198.51.100.34,10.10.6.176,12199,80,TCP,,conn,conn_open from 198.51.100.34 to 10.10.6.176:22
2017-05-12T19:48:00Z,firewall,edge-fw,198.51.100.118,10.10.23.6,1855,443,TCP,,conn,conn_open from 198.51.100.118 to 10.10.23.6:443
2017-05-13T04:20:37Z,firewall,edge-fw,198.51.100.77,10.10.18.51,23726,22,TCP,,conn,conn_open from 198.51.100.77 to 10.10.18.51:80
2017-05-14T21:02:52Z,firewall,edge-fw,198.51.100.139,10.10.27.12,14246,22,TCP,,conn,conn_open from 198.51.100.139 to 10.10.27.12:80
2017-05-14T21:05:59Z,firewall,edge-fw,198.51.100.82,10.10.21.131,21243,53,TCP,,conn,conn_open from 198.51.100.82 to 10.10.21.131:53
2017-05-15T10:56:46Z,firewall,edge-fw,198.51.100.129,10.10.34.243,21427,22,TCP,,conn,conn_open from 198.51.100.129 to 10.10.34.243:22
2017-05-14T05:29:47Z,firewall,edge-fw,198.51.100.56,10.10.14.216,36190,53,TCP,,conn,conn_open from 198.51.100.56 to 10.10.14.216:53
2017-05-14T09:24:08Z,firewall,edge-fw,198.51.100.48,10.10.5.169,48608,80,TCP,,conn,conn_open from 198.51.100.48 to 10.10.5.169:80
2017-05-12T05:45:49Z,firewall,edge-fw,198.51.100.20,10.10.15.210,48531,80,TCP,,conn,conn_open from 198.51.100.20 to 10.10.15.210:80
2017-05-13T21:46:48Z,firewall,edge-fw,198.51.100.63,10.10.36.218,8143,445,TCP,,conn,RST from 198.51.100.63 to 10.10.36.218:445
2017-05-12T01:36:31Z,sysmon,backup-01,10.10.12.149,0.0.0.0,0,0,TCP,11,file_create,Path: D:\Backups\backup_91.bak
2017-05-12T08:51:54Z,sysmon,host-ward24,10.10.25.140,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app25.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T15:06:29Z,windows,host-ward58,10.10.9.168,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user321 LogonType: 7
2017-05-13T19:47:00Z,firewall,edge-fw,198.51.100.146,10.10.36.93,63706,443,TCP,,conn,conn_open from 198.51.100.146 to 10.10.36.93:22
2017-05-14T10:53:56Z,sysmon,host-ward05,10.10.6.66,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app27.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T08:17:15Z,sysmon,host-ward56,10.10.7.108,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app6.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T02:37:59Z,windows,host-ward11,10.10.12.144,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user285 LogonType: 2
2017-05-14T20:17:17Z,firewall,edge-fw,198.51.100.116,10.10.37.169,27598,22,TCP,,conn,conn_open from 198.51.100.116 to 10.10.37.169:22
2017-05-15T17:07:10Z,firewall,edge-fw,198.51.100.86,10.10.19.249,5732,443,TCP,,conn,conn_open from 198.51.100.86 to 10.10.19.249:443
2017-05-14T19:27:38Z,sysmon,host-ward43,10.10.44.160,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app23.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T23:31:46Z,firewall,edge-fw,198.51.100.111,10.10.29.75,42379,22,TCP,,conn,conn_open from 198.51.100.111 to 10.10.29.75:80
2017-05-15T04:56:25Z,firewall,edge-fw,198.51.100.18,10.10.11.246,4849,22,TCP,,conn,conn_open from 198.51.100.18 to 10.10.11.246:443
2017-05-13T03:19:07Z,firewall,edge-fw,198.51.100.7,10.10.30.190,51996,80,TCP,,conn,conn_open from 198.51.100.7 to 10.10.30.190:80
2017-05-13T02:25:41Z,firewall,edge-fw,198.51.100.86,10.10.13.184,40711,22,TCP,,conn,conn_open from 198.51.100.86 to 10.10.13.184:22
2017-05-13T14:42:31Z,firewall,edge-fw,198.51.100.110,10.10.22.30,34963,80,TCP,,conn,conn_open from 198.51.100.110 to 10.10.22.30:80
2017-05-15T03:32:15Z,sysmon,host-ward45,10.10.46.211,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app11.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T02:15:16Z,firewall,edge-fw,198.51.100.106,10.10.15.56,43209,80,TCP,,conn,conn_open from 198.51.100.106 to 10.10.15.56:22
2017-05-12T10:59:18Z,sysmon,host-ward19,10.10.20.118,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user104\Documents\doc251.docx
2017-05-12T00:50:42Z,firewall,edge-fw,203.0.113.45,10.10.21.71,43647,445,TCP,,conn,SYN from 203.0.113.45 to 10.10.21.71:445
2017-05-15T07:23:40Z,firewall,edge-fw,198.51.100.89,10.10.18.208,40696,135,TCP,,conn,conn_open from 198.51.100.89 to 10.10.18.208:135
2017-05-13T06:21:18Z,sysmon,host-ward16,10.10.17.174,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app15.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T15:08:52Z,firewall,edge-fw,198.51.100.12,10.10.23.162,22274,22,TCP,,conn,conn_open from 198.51.100.12 to 10.10.23.162:22
2017-05-14T07:45:11Z,firewall,edge-fw,198.51.100.52,10.10.24.59,37724,22,TCP,,conn,conn_open from 198.51.100.52 to 10.10.24.59:22
2017-05-15T12:42:01Z,firewall,edge-fw,198.51.100.11,10.10.28.103,18382,53,TCP,,conn,conn_open from 198.51.100.11 to 10.10.28.103:53
2017-05-12T02:47:09Z,sysmon,host-ward23,10.10.24.135,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Windows\system32\mssecsvc.exe ParentImage: C:\Windows\explorer.exe Cmd: -m
2017-05-12T07:16:44Z,firewall,edge-fw,198.51.100.142,10.10.16.247,23395,22,TCP,,conn,conn_open from 198.51.100.142 to 10.10.16.247:22
2017-05-15T11:33:40Z,firewall,edge-fw,198.51.100.8,10.10.18.109,22710,22,TCP,,conn,conn_open from 198.51.100.8 to 10.10.18.109:22
2017-05-12T03:58:18Z,firewall,edge-fw,198.51.100.145,10.10.35.3,24125,80,TCP,,conn,conn_open from 198.51.100.145 to 10.10.35.3:80
2017-05-12T12:43:21Z,firewall,edge-fw,198.51.100.67,10.10.25.118,24622,22,TCP,,conn,conn_open from 198.51.100.67 to 10.10.25.118:443
2017-05-14T18:12:49Z,sysmon,host-ward10,10.10.11.193,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app11.exe ParentImage: C:\Windows\explorer.exe
2017-05-13T15:00:30Z,firewall,edge-fw,198.51.100.68,10.10.37.136,63265,443,TCP,,conn,conn_open from 198.51.100.68 to 10.10.37.136:80
2017-05-15T03:30:39Z,firewall,edge-fw,198.51.100.84,10.10.12.91,55504,22,TCP,,conn,conn_open from 198.51.100.84 to 10.10.12.91:443
2017-05-15T15:39:07Z,firewall,edge-fw,198.51.100.88,10.10.10.57,53685,22,TCP,,conn,conn_open from 198.51.100.88 to 10.10.10.57:22
2017-05-12T01:35:05Z,sysmon,backup-01,10.10.5.148,0.0.0.0,0,0,TCP,11,file_create,Path: D:\Backups\backup_5.bak
2017-05-14T01:33:27Z,firewall,edge-fw,198.51.100.9,10.10.4.222,10172,80,TCP,,conn,conn_open from 198.51.100.9 to 10.10.4.222:80
2017-05-14T20:24:27Z,sysmon,host-ward35,10.10.36.98,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app12.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T00:46:50Z,firewall,edge-fw,198.51.100.55,10.10.22.29,39774,80,TCP,,conn,conn_open from 198.51.100.55 to 10.10.22.29:80
2017-05-13T11:00:42Z,windows,host-ward40,10.10.41.102,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user425 LogonType: 7
2017-05-13T08:54:35Z,firewall,edge-fw,198.51.100.141,10.10.5.150,62730,22,TCP,,conn,conn_open from 198.51.100.141 to 10.10.5.150:443
2017-05-14T12:30:18Z,windows,host-ward24,10.10.25.159,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user366 LogonType: 2
2017-05-14T19:58:41Z,firewall,edge-fw,198.51.100.36,10.10.2.37,38582,80,TCP,,conn,conn_open from 198.51.100.36 to 10.10.2.37:80
2017-05-12T11:17:50Z,firewall,edge-fw,198.51.100.105,10.10.12.209,51261,53,TCP,,conn,conn_open from 198.51.100.105 to 10.10.12.209:53
2017-05-13T15:14:52Z,firewall,edge-fw,198.51.100.13,10.10.7.230,18061,80,TCP,,conn,conn_open from 198.51.100.13 to 10.10.7.230:80
2017-05-14T15:43:47Z,firewall,edge-fw,198.51.100.44,10.10.40.157,12653,22,TCP,,conn,conn_open from 198.51.100.44 to 10.10.40.157:22
2017-05-12T14:04:19Z,firewall,edge-fw,198.51.100.31,10.10.12.65,10808,80,TCP,,conn,conn_open from 198.51.100.31 to 10.10.12.65:80
2017-05-12T02:47:55Z,sysmon,host-ward35,10.10.36.223,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Windows\system32\mssecsvc.exe ParentImage: C:\Windows\explorer.exe Cmd: -m
2017-05-15T15:47:45Z,windows,host-ward15,10.10.16.191,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user155 LogonType: 2
2017-05-14T15:49:32Z,firewall,edge-fw,198.51.100.38,10.10.24.82,14822,22,TCP,,conn,conn_open from 198.51.100.38 to 10.10.24.82:22
2017-05-12T19:15:55Z,windows,host-ward40,10.10.41.230,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user325 LogonType: 7
2017-05-12T08:28:30Z,windows,host-ward69,10.10.20.113,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user223 LogonType: 2
2017-05-12T01:35:10Z,sysmon,backup-01,10.10.48.219,0.0.0.0,0,0,TCP,11,file_create,Path: D:\Backups\backup_10.bak
2017-05-14T00:54:24Z,firewall,edge-fw,198.51.100.24,10.10.50.32,43148,22,TCP,,conn,conn_open from 198.51.100.24 to 10.10.50.32:22
2017-05-13T05:09:01Z,sysmon,host-ward47,10.10.48.44,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app24.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T21:52:15Z,sysmon,host-ward51,10.10.2.15,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user114\Documents\doc778.docx
2017-05-14T18:54:56Z,sysmon,host-ward07,10.10.8.185,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app27.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T03:10:31Z,firewall,edge-fw,198.51.100.56,10.10.10.37,27428,22,TCP,,conn,conn_open from 198.51.100.56 to 10.10.10.37:80
2017-05-13T01:03:45Z,firewall,edge-fw,198.51.100.13,10.10.24.201,48176,80,TCP,,conn,conn_open from 198.51.100.13 to 10.10.24.201:80
2017-05-13T21:44:40Z,firewall,edge-fw,198.51.100.31,10.10.12.36,55248,80,TCP,,conn,conn_open from 198.51.100.31 to 10.10.12.36:80
2017-05-12T19:50:28Z,firewall,edge-fw,198.51.100.24,10.10.8.139,36800,22,TCP,,conn,conn_open from 198.51.100.24 to 10.10.8.139:80
